"","Control 1 (SRR5074528)","Control 2 (SRR5074529)"," Organophosphate 1 (SRR5074530)","Organophosphate 2 (SRR5074531)","Taxonomy"
"889201",1,0,0,0,"Streptococcus cristatus ATCC 51100"
"889378",1,0,0,0,"Spirochaeta africana DSM 8902"
"891968",1,0,1,0,"Acetomicrobium mobile DSM 13181"
"904291",0,0,1,0,"Microbacterium sediminis"
"906968",0,0,1,0,"Treponema brennaborense DSM 12168"
"907239",0,0,1,0,"Helicobacter pylori SouthAfrica7"
"908290",0,0,1,0,"Methylobacterium mesophilicum SR1.6/6"
"908620",1,0,0,0,"Nitriliruptoria"
"909929",1,0,0,0,"Selenomonadales"
"909954",1,0,1,0,"Lactobacillus johnsonii DPC 6026"
"911045",0,1,1,0,"Pseudovibrio sp. FO-BEG1"
"913107",1,0,1,0,"Pelolinea submarina"
"913848",1,0,0,0,"Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001"
"926550",1,0,1,0,"Caldilinea aerophila DSM 14535 = NBRC 104270"
"926556",1,0,1,1,"Echinicola vietnamensis DSM 17526"
"926562",1,0,1,0,"Owenweeksia hongkongensis DSM 17368"
"926566",1,0,0,0,"Terriglobus roseus DSM 18391"
"926569",0,0,1,0,"Anaerolinea thermophila UNI-1"
"927083",1,0,0,1,"Sandaracinus amylolyticus"
"929506",1,0,1,1,"Clostridium botulinum BKT015925"
"929556",1,0,0,0,"Solitalea canadensis DSM 3403"
"929558",1,0,1,1,"Sulfurimonas gotlandica GD1"
"929713",0,0,1,0,"Niabella soli DSM 19437"
"930166",1,0,0,0,"Pseudomonas brassicacearum"
"931089",1,0,1,0,"Corynebacterium deserti GIMN1.010"
"935293",0,0,1,0,"Yersinia entomophaga"
"936155",0,0,1,0,"Helicobacter felis ATCC 49179"
"937775",0,0,1,0,"Methanoplanus limicola DSM 2279"
"937777",0,0,1,0,"Deinococcus peraridilitoris DSM 19664"
"944547",0,0,1,0,"Arcobacter sp. L"
"945713",1,0,0,0,"Ignavibacterium album JCM 16511"
"945844",1,0,1,0,"Massilia oculi"
"946334",0,0,1,0,"Actinoplanes sp. OR16"
"946483",0,0,0,1,"Candidatus Symbiobacter mobilis CR"
"947515",0,1,0,0,"Ectothiorhodospiraceae bacterium BW-2"
"947919",1,1,1,0,"Desulfosarcina widdelii"
"948519",1,0,0,0,"Aeromonas rivipollensis"
"979556",0,0,1,0,"Microbacterium testaceum StLB037"
"980251",1,0,1,0,"Mariniblastus fucicola"
"980254",0,0,1,0,"Roseimaritima ulvae"
"980427",1,0,1,0,"Deinococcus wulumuqiensis"
"980445",0,0,1,0,"Desulfoglaeba alkanexedens ALDC"
"981368",0,0,1,0,"Xanthomonas axonopodis pv. citrumelo F1"
"983545",0,0,1,0,"Glaciecola sp. 4H-3-7+YE-5"
"983917",1,0,1,0,"Rubrivivax gelatinosus IL144"
"985002",0,1,0,0,"Staphylococcus argenteus"
"985762",1,0,1,0,"Staphylococcus agnetis"
"990316",1,0,0,0,"Methanothrix soehngenii GP6"
"991905",0,0,1,0,"Polymorphum gilvum SL003B-26A1"
"995085",1,0,1,1,"Stenotrophomonas maltophilia group"
"996801",1,0,1,0,"Polaribacter reichenbachii"
"997877",1,0,1,1,"Bacteroides dorei CL03T12C01"
"998844",1,0,1,1,"Allopseudarcicella aquatilis"
"999432",1,0,0,0,"Treponema denticola H-22"
"1002672",1,0,1,1,"Candidatus Pelagibacter sp. IMCC9063"
"1002804",0,1,1,1,"Helicobacter bizzozeronii CIII-1"
"1002809",1,0,1,0,"Solibacillus silvestris StLB046"
"1003239",1,0,1,0,"Bacillus cereus C1L"
"1004901",0,0,1,0,"Gordonia iterans"
"1006007",1,0,0,0,"Bacillus megaterium WSH-002"
"1006155",1,0,1,0,"Listeria weihenstephanensis"
"1007105",0,0,1,0,"Pusillimonas sp. T7-7"
"1007676",0,0,1,0,"Lactobacillus ginsenosidimutans"
"1008459",0,0,1,0,"Taylorella asinigenitalis MCE3"
"1028416",1,0,1,0,"Psychrobacter sp. DAB_AL43B"
"1028800",0,1,1,0,"Neorhizobium galegae bv. orientalis str. HAMBI 540"
"1028989",0,0,1,0,"Pseudomonas sp. StFLB209"
"1030157",0,0,1,1,"Sphingomonas sp. KC8"
"1031538",0,0,0,1,"Neptunomonas concharum"
"1031542",0,0,1,0,"Campylobacter volucris"
"1031752",1,0,0,0,"Campylobacter hyointestinalis subsp. lawsonii CCUG 27631"
"1032238",1,0,0,0,"Arcobacter mytili LMG 24559"
"1032240",0,0,1,0,"Arcobacter thereius LMG 24486"
"1032241",0,0,1,0,"Arcobacter trophiarum LMG 25534"
"1032480",1,0,0,0,"Microlunatus phosphovorus NM-1"
"1034807",0,0,1,0,"Flavobacterium branchiophilum FL-15"
"1034889",1,0,1,1,"Variovorax sp. HW608"
"1037915",0,0,1,0,"Pseudomonas chlororaphis O6"
"1038068",0,1,1,0,"PreXMRV-1"
"1038922",1,0,1,0,"Pseudomonas fluorescens Q2-87"
"1038929",1,0,0,0,"Streptomyces xinghaiensis S187"
"1041504",1,0,1,1,"Candidatus Arthromitus sp. SFB-rat-Yit"
"1042316",0,1,1,1,"unclassified Armatimonadetes"
"1042417",1,0,0,0,"Brachyspira pilosicoli P43/6/78"
"1045854",0,0,0,1,"Weissella koreensis KACC 15510"
"1045855",0,0,1,0,"Pseudoxanthomonas spadix BD-a59"
"1045858",1,0,1,1,"Brachyspira intermedia PWS/A"
"1047172",0,0,1,0,"Nocardia sp. CS682"
"1048834",0,0,1,0,"Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1"
"1050370",1,0,1,0,"Thiomonas sp. X19"
"1051973",1,0,0,0,"Rhodococcus fascians D188"
"1055529",0,0,1,0,"Helicobacter pylori Puno135"
"1055530",0,0,1,0,"Helicobacter pylori SNT49"
"1064539",1,0,0,0,"Azospirillum brasilense Sp245"
"1068978",0,0,1,1,"Amycolatopsis methanolica 239"
"1069534",1,0,1,0,"Lactobacillus ruminis ATCC 27782"
"1070130",1,0,0,0,"Candidatus Gullanella endobia"
"1071080",0,0,1,0,"Bacillus sp. SB49"
"1072685",1,0,0,0,"Basilea psittacipulmonis DSM 24701"
"1073571",0,0,1,0,"Paenibacillus riograndensis SBR5"
"1074000",0,0,1,0,"Cronobacter universalis NCTC 9529"
"1076588",1,0,0,1,"Thiolapillus brandeum"
"1076596",1,0,1,1,"Acetobacter persici"
"1076934",1,0,1,0,"Streptococcus lutetiensis 033"
"1077464",0,0,1,0,"Streptococcus oralis subsp. tigurinus"
"1077935",0,1,1,0,"Paracoccus zhejiangensis"
"1078471",0,0,1,0,"Serinicoccus profundi"
"1080068",0,0,0,1,"Leptolyngbya sp. O-77"
"1080223",0,0,1,0,"Arcobacter pacificus"
"1082704",0,0,1,0,"Lonsdalea britannica"
"1082931",0,1,1,0,"Pelagibacterium halotolerans B2"
"1089444",0,1,1,0,"Dickeya solani"
"1089553",1,0,1,0,"Thermacetogenium phaeum DSM 12270"
"1090615",1,0,1,0,"Nakamurella panacisegetis"
"1091006",0,1,0,0,"Nostoc linckia NIES-25"
"1094497",0,0,1,0,"Bartonella vinsonii subsp. berkhoffii str. Winnie"
"1096243",0,0,1,0,"Idiomarina piscisalsi"
"1108595",0,0,1,0,"Chromobacterium vaccinii"
"1109412",0,0,1,0,"Brenneria goodwinii"
"1109743",0,1,0,0,"Streptomyces sp. SCSIO 03032"
"1110502",0,0,1,0,"Tistrella mobilis KA081020-065"
"1111760",0,0,1,0,"Streptococcus troglodytae"
"1116230",1,0,0,0,"Wolbachia pipientis wAlbB"
"1117647",0,0,1,0,"Simiduia agarivorans SA1 = DSM 21679"
"1118153",1,0,0,0,"Halomonas sp. GFAJ-1"
"1121267",0,1,1,1,"Campylobacter cuniculorum DSM 23162 = LMG 24588"
"1121353",0,1,0,0,"Corynebacterium callunae DSM 20147"
"1121451",1,0,1,0,"Desulfovibrio hydrothermalis AM13 = DSM 14728"
"1122214",0,0,1,0,"Martelella mediterranea DSM 17316"
"1123016",0,0,1,0,"Pseudomonas balearica DSM 6083"
"1123251",0,1,0,0,"Serinicoccus marinus DSM 15273"
"1123269",1,0,0,0,"Sphingomonas sanxanigenens DSM 19645 = NX02"
"1123366",0,0,1,0,"Thalassospira xiamenensis M-5 = DSM 17429"
"1124835",0,0,1,0,"Chryseobacterium carnipullorum"
"1124983",0,0,1,0,"Pseudomonas protegens CHA0"
"1126833",1,1,1,0,"Paenibacillus beijingensis"
"1129794",1,0,0,0,"Paraglaciecola psychrophila 170"
"1130798",1,1,0,1,"Lactobacillus mucosae LM1"
"1132508",0,0,1,0,"Mycobacteroides abscessus UC22"
"1133568",1,0,1,1,"Brachyspira pilosicoli B2904"
"1133849",0,0,1,0,"Nocardia brasiliensis ATCC 700358"
"1134435",1,0,0,0,"Thauera humireducens"
"1134687",1,0,1,0,"Klebsiella michiganensis"
"1137095",1,0,0,0,"Scytonema sp. HK-05"
"1138822",1,0,1,0,"Lactobacillus curieae"
"1141136",0,0,1,0,"Cronobacter phage vB_CsaM_GAP32"
"1141883",1,0,1,0,"Massilia putida"
"1146883",1,0,1,0,"Blastococcus saxobsidens DD2"
"1148509",0,0,1,0,"Pseudomonas prosekii"
"1149133",0,0,1,0,"Pseudomonas furukawaii"
"1150389",0,1,0,0,"Flavobacteriaceae bacterium UJ101"
"1150461",0,0,1,0,"Bifidobacterium scardovii JCM 12489 = DSM 13734"
"1150468",0,0,1,0,"Scardovia inopinata JCM 12537"
"1150469",0,0,1,0,"Pararhodospirillum photometricum DSM 122"
"1154756",0,0,1,0,"Serratia plymuthica PRI-2C"
"1155384",0,1,0,0,"Glutamicibacter sp. ZJUTW"
"1155739",1,1,0,1,"Moorea producens"
"1158459",0,0,1,0,"Kosakonia sacchari"
"1159327",0,0,1,0,"Pontimonas salivibrio"
"1159554",1,0,0,0,"Cronobacter dublinensis subsp. dublinensis LMG 23823"
"1161918",1,0,0,0,"Brachyspira pilosicoli WesB"
"1163617",0,0,1,0,"Sulfuricella denitrificans skB26"
"1163745",1,0,0,0,"Helicobacter cetorum MIT 99-5656"
"1166018",1,0,0,0,"Fibrella aestuarina BUZ 2"
"1168034",1,1,1,0,"Draconibacterium orientale"
"1172567",0,0,1,0,"Streptomyces globisporus C-1027"
"1173020",1,0,1,0,"Chamaesiphon minutus PCC 6605"
"1173022",0,0,1,0,"Crinalium epipsammum PCC 9333"
"1173025",1,0,0,0,"Geitlerinema sp. PCC 7407"
"1173026",1,0,1,1,"Gloeocapsa sp. PCC 7428"
"1173027",1,0,0,1,"Microcoleus sp. PCC 7113"
"1175631",1,0,0,0,"Pectobacterium wasabiae CFBP 3304"
"1176533",1,0,0,0,"Luteimonas sp. Gr-4"
"1176587",1,0,1,0,"Niabella ginsenosidivorans"
"1176649",0,0,1,0,"Agrobacterium fabrum"
"1177574",1,1,0,0,"Prevotella jejuni"
"1178515",1,1,1,0,"Paenibacillus swuensis"
"1179669",0,1,0,0,"Yersinia sp. KBS0713"
"1182263",1,1,1,0,"Rickettsia sp. MEAM1 (Bemisia tabaci)"
"1183438",1,0,1,0,"Gloeobacter kilaueensis JS1"
"1185652",0,0,1,0,"Sinorhizobium fredii USDA 257"
"1185653",0,0,1,1,"Planococcus antarcticus DSM 14505"
"1188229",1,1,1,0,"Gloeomargarita lithophora Alchichica-D10"
"1189303",1,0,0,0,"Candidatus Sulcia muelleri PSPU"
"1191459",0,1,0,0,"Flammeovirga sp. MY04"
"1191523",1,0,1,1,"Melioribacter roseus P3M-2"
"1192162",0,0,1,0,"Vogesella sp. LIG4"
"1192197",1,0,1,1,"Pelosinus fermentans JBW45"
"1192854",0,0,1,0,"Granulosicoccus antarcticus IMCC3135"
"1193502",1,1,0,0,"Sulfurospirillum halorespirans DSM 13726"
"1193713",1,0,0,0,"Bacillus mesonae"
"1193729",0,0,1,0,"Candidatus Endolissoclinum faulkneri L2"
"1195464",0,0,1,0,"Bacillus thuringiensis MC28"
"1196022",1,0,1,0,"unclassified Rhodothermaceae"
"1196031",1,0,1,0,"Bacillus oceanisediminis 2691"
"1196094",0,0,1,0,"Snodgrassella alvi wkB2"
"1196095",1,0,0,0,"Gilliamella apicola"
"1198114",0,0,1,0,"Granulicella tundricola MP5ACTX9"
"1200792",1,0,0,0,"Brevibacillus brevis X23"
"1200984",1,0,0,1,"Streptomyces lividans 1326"
"1201032",0,0,0,1,"Campylobacter jejuni subsp. jejuni PT14"
"1207470",1,0,0,0,"Streptococcus pyogenes M1 476"
"1208324",1,0,0,0,"Celeribacter indicus"
"1211322",1,0,0,0,"Deinococcus metallilatus"
"1211326",1,0,0,1,"Spirosoma aerolatum"
"1214179",0,0,1,0,"Streptococcus suis 6407"
"1214242",0,0,1,0,"Streptomyces collinus Tu 365"
"1214604",1,0,1,0,"Tumebacillus algifaecis"
"1215031",0,0,1,0,"Bacillus thermocopriae"
"1215089",0,0,1,0,"Planococcus halocryophilus"
"1216962",0,1,1,0,"Helicobacter heilmannii ASB1.4"
"1217721",0,0,1,0,"Dyella japonica A8"
"1219375",0,0,1,0,"Xanthomonas cassavae CFBP 4642"
"1223515",0,0,1,0,"Corynebacterium humireducens NBRC 106098 = DSM 45392"
"1223574",0,0,1,0,"Dickeya dadantii subsp. dieffenbachiae NCPPB 2976"
"1223802",0,0,1,0,"Sulfuritalea hydrogenivorans sk43H"
"1224162",0,0,1,0,"Corynebacterium marinum DSM 44953"
"1225174",0,0,1,0,"Pseudomonas mendocina S5.2"
"1227739",0,0,1,1,"Hymenobacter swuensis DY53"
"1229756",0,0,1,0,"Leuconostoc gelidum JB7"
"1229831",1,0,1,1,"Chlamydia avium 10DC88"
"1230341",0,0,1,0,"Salimicrobium jeotgali"
"1231624",0,0,1,0,"Asaia bogorensis NBRC 16594"
"1233873",1,0,0,0,"Geobacillus sp. GHH01"
"1234841",1,1,0,1,"Mucilaginibacter xinganensis"
"1235441",0,0,1,0,"Nocardiopsis gilva YIM 90087"
"1235591",1,0,0,0,"Pseudorhodoplanes sinuspersici"
"1237085",1,0,0,0,"Candidatus Nitrososphaera gargensis Ga9.2"
"1238184",1,0,1,0,"Oceanobacillus kimchii X50"
"1239783",0,0,1,1,"Bacillus atrophaeus UCMB-5137"
"1241982",0,0,1,0,"Chryseobacterium nakagawai"
"1244531",1,1,0,0,"Campylobacter iguaniorum"
"1246301",0,0,1,0,"Variovorax paradoxus B4"
"1247726",0,0,1,0,"Advenella mimigardefordensis DPN7"
"1249552",1,0,1,0,"Pseudohongiella spirulinae"
"1250205",1,0,0,0,"Gramella sp. MAR_2010_147"
"1254432",1,0,1,0,"Sorangium cellulosum So0157-2"
"1257021",0,1,1,0,"Flammeovirgaceae bacterium 311"
"1262452",0,0,1,0,"Streptomyces sp. 769"
"1262470",0,0,1,0,"Herbaspirillum hiltneri N3"
"1263979",1,1,0,1,"Candidatus Endolissoclinum faulkneri"
"1266845",1,0,1,0,"Carnobacterium inhibens subsp. gilichinskyi"
"1266923",1,0,0,0,"Brachyspira hyodysenteriae ATCC 27164"
"1267021",0,1,1,1,"Frischella perrara"
"1267423",1,0,1,0,"Fabibacter pacificus"
"1267766",0,0,1,0,"Altererythrobacter atlanticus"
"1267768",0,0,1,0,"Brevirhabdus pacifica"
"1268072",1,0,1,0,"Paenibacillus sabinae T27"
"1268635",0,0,1,0,"Legionella oakridgensis ATCC 33761 = DSM 21215"
"1274359",0,0,1,0,"Pseudomonas sihuiensis"
"1274631",0,0,1,0,"Bradyrhizobium icense"
"1276246",0,0,1,0,"Spiroplasma culicicola AES-1"
"1276257",0,0,1,0,"Spiroplasma sabaudiense Ar-1343"
"1276258",0,0,1,0,"Spiroplasma apis B31"
"1277350",0,1,0,0,"Geobacter sp. DSM 9736"
"1278073",1,0,1,0,"Myxococcus stipitatus DSM 14675"
"1280380",0,0,1,0,"Synechococcus sp. KORDI-100"
"1285583",1,0,0,0,"Corynebacterium casei LMG S-19264"
"1287055",1,0,1,1,"Brachyspira hampsonii"
"1287066",0,1,1,0,"Enterococcus faecalis DENG1"
"1288494",1,0,0,0,"Nitrosospira lacus"
"1288636",1,0,0,0,"Ornithinimicrobium flavum"
"1288970",1,0,0,0,"Magnetospira sp. QH-2"
"1288971",1,0,1,0,"[Clostridium] ultunense Esp"
"1291379",1,0,1,0,"Treponema pedis str. T A4"
"1291742",1,0,1,1,"Lactobacillus hokkaidonensis JCM 18461"
"1292358",1,0,1,0,"Bacillus amyloliquefaciens KHG19"
"1293412",0,0,1,0,"Swingsia samuiensis"
"1294143",0,0,1,0,"Pseudomonas sp. ATCC 13867"
"1294270",1,0,1,1,"Melittangium boletus DSM 14713"
"1294273",0,0,0,1,"Roseibacterium elongatum DSM 19469"
"1295366",0,0,1,0,"Mesorhizobium soli"
"1295642",0,1,0,0,"Parageobacillus genomosp. 1"
"1296540",1,0,0,0,"Lactobacillus nenjiangensis"
"1297742",1,0,0,0,"Myxococcus hansupus"
"1300150",0,0,1,0,"Enterococcus mundtii QU 25"
"1300165",0,0,1,0,"Kosakonia cowanii JCM 10956 = DSM 18146"
"1300347",1,0,1,1,"Nocardioides dokdonensis FR1436"
"1303518",1,1,1,0,"Chthonomonas calidirosea T49"
"1305849",0,0,1,0,"Enterococcus faecium Aus0085"
"1307761",1,0,1,0,"Salinispira pacifica"
"1307839",0,0,1,0,"Salinivirga cyanobacteriivorans"
"1309411",0,0,1,0,"Deinococcus soli Cha et al. 2016"
"1313172",1,0,1,1,"Ilumatobacter coccineus YM16-304"
"1314869",1,0,0,0,"Pseudoalteromonas espejiana DSM 9414"
"1315283",0,0,1,0,"Pseudoalteromonas translucida KMM 520"
"1315974",0,0,1,0,"Sphingobium sp. TKS"
"1316254",1,0,1,0,"Veillonella parvula HSIVP1"
"1316408",0,0,1,0,"Streptococcus sp. HSISM1"
"1318743",0,0,0,1,"Bartonella ancashensis"
"1322246",1,0,0,0,"Pseudodesulfovibrio piezophilus C1TLV30"
"1323375",1,0,1,0,"Anoxybacter fermentans"
"1324352",0,0,1,0,"Chryseobacterium gallinarum"
"1325095",0,0,1,0,"Bradyrhizobium guangzhouense"
"1325107",0,0,1,0,"Bradyrhizobium zhanjiangense"
"1325115",1,0,1,1,"Bradyrhizobium guangxiense"
"1325564",0,0,1,0,"Nitrospira japonica"
"1328881",1,1,0,0,"Candidatus Midichloriaceae"
"1330547",0,1,1,0,"Kosakonia"
"1331910",1,0,1,0,"Thermogutta terrifontis"
"1332188",0,1,1,0,"Candidatus Saccharimonas aalborgensis"
"1332264",0,0,1,0,"Tessaracoccus aquimaris"
"1333534",1,0,1,0,"Paenibacillus durus ATCC 35681"
"1333848",0,0,1,0,"Citrobacter freundii CFNIH1"
"1334193",0,0,1,0,"[Enterobacter] lignolyticus"
"1335048",0,0,1,0,"Defluviimonas alba"
"1335061",0,0,1,0,"Rhizobium flavum"
"1335613",1,1,1,0,"Gordonibacter urolithinfaciens"
"1336748",0,0,1,0,"Spiroplasma monobiae MQ-1"
"1336795",0,0,1,0,"Formosa sp. Hel3_A1_48"
"1336802",0,0,0,1,"Nonlabens sp. Hel1_33_55"
"1336806",0,0,1,0,"Reinekea forsetii"
"1337936",1,0,0,1,"Calothrix sp. 336/3"
"1338368",0,0,1,0,"Paenibacillus lentus"
"1341692",0,1,1,1,"Clostridium autoethanogenum DSM 10061"
"1341694",0,1,0,0,"Bifidobacterium indicum LMG 11587 = DSM 20214"
"1344959",1,0,1,0,"Citrobacter freundii complex"
"1348662",1,0,0,0,"Corynebacterium argentoratense DSM 44202"
"1349767",1,0,1,0,"Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628"
"1349819",1,0,1,1,"Aureimonas sp. AU20"
"1351755",0,0,0,1,"Clostridium chauvoei JF4335"
"1352941",0,0,1,0,"Streptomyces niveus NCIMB 11891"
"1354302",0,0,1,0,"Aeromonas hydrophila 4AK4"
"1355477",1,0,0,0,"Bradyrhizobium diazoefficiens"
"1357915",0,0,1,0,"Arthrobacter sp. QXT-31"
"1365647",1,1,0,1,"Xanthomonas euvesicatoria pv. alfalfae CFBP 3836"
"1367477",1,0,1,0,"Bacillus infantis NRRL B-14911"
"1367491",0,0,1,0,"Campylobacter coli 76339"
"1379870",0,0,1,0,"Spirosoma radiotolerans"
"1379910",0,0,1,0,"Rufibacter sp. DG31D"
"1380432",0,0,1,0,"Halorhabdus sp. CBA1104"
"1383885",0,0,1,0,"Flagellimonas maritima"
"1384459",0,0,1,0,"Methyloceanibacter caenitepidi"
"1385663",0,0,1,0,"Hymenobacter sp. DG25A"
"1388749",0,1,0,0,"Campylobacter lari NCTC 11845"
"1389004",1,0,1,1,"Sulfitobacter sp. SK011"
"1389005",0,0,1,0,"Sulfitobacter sp. SK012"
"1389713",0,0,1,0,"Mycobacterium paragordonae"
"1390395",1,0,0,1,"Sphingomonas sp. LK11"
"1391653",1,0,1,0,"Vulgatibacter incomptus"
"1391654",1,0,0,0,"Labilithrix luteola"
"1392005",0,0,1,0,"Comamonas testosteroni TK102"
"1392877",0,0,1,0,"Pseudomonas oryzae"
"1396826",0,0,1,0,"Leisingera aquaemixtae"
"1397108",0,0,1,0,"Celeribacter marinus"
"1401328",0,0,1,0,"Candidatus Endolissoclinum faulkneri L5"
"1404245",0,0,1,0,"Corynebacterium glyciniphilum AJ 3170"
"1404864",0,0,1,0,"Bradyrhizobium sp. 58S1"
"1407071",1,0,0,0,"Acinetobacter sp. TGL-Y2"
"1408160",1,0,1,0,"Thermotoga profunda AZM34c06"
"1408189",0,1,1,0,"Corynebacterium lactis RW2-5"
"1408281",1,0,1,0,"Endomicrobium proavitum"
"1410606",0,0,1,1,"Candidatus Nitrosopelagicus brevis"
"1411117",0,0,1,0,"Actinomadura amylolytica"
"1411621",1,0,1,0,"Hymenobacter sedentarius"
"1416627",0,0,1,0,"Oceanisphaera profunda"
"1416753",0,0,1,0,"Ensifer adhaerens OV14"
"1416806",0,1,0,0,"Bordetella genomosp. 8"
"1420916",1,0,1,0,"Marinobacter similis"
"1423721",1,0,1,1,"Lactobacillus amylophilus DSM 20533 = JCM 1125"
"1424294",1,1,1,0,"Geosporobacter ferrireducens"
"1424653",0,0,1,0,"Cetia pacifica"
"1428454",1,1,0,0,"Clostridium beijerinckii NRRL B-598"
"1429244",0,1,1,0,"Paenibacillus polymyxa CR1"
"1432056",0,0,1,0,"Mannheimia sp. USDA-ARS-USMARC-1261"
"1434011",1,0,1,0,"Komagataeibacter"
"1434072",0,0,1,0,"Pseudomonas salegens"
"1434191",0,0,1,0,"Glycocaulis alkaliphilus"
"1436725",0,1,1,0,"Streptococcus thermophilus TH1477"
"1437360",1,0,1,0,"Bradyrhizobium erythrophlei"
"1437824",1,0,1,0,"Castellaniella defragrans 65Phen"
"1437874",0,0,1,0,"Corynebacterium sphenisci DSM 44792"
"1437875",0,0,1,0,"Corynebacterium frankenforstense DSM 45800"
"1441386",0,0,1,0,"Athalassotoga saccharophila"
"1442032",0,0,1,0,"Streptomyces sp. Z022"
"1442136",1,0,1,0,"Ectothiorhodospira sp. BSL-9"
"1447062",0,0,1,1,"Youhaiella tibetensis"
"1448139",0,0,1,0,"Aeromonas hydrophila YL17"
"1453495",1,0,0,0,"Yersinia aldovae 670-83"
"1453988",1,1,1,0,"Campylobacter lari RM16712"
"1458425",0,0,1,0,"Serpentinomonas raichei"
"1458465",0,1,0,0,"Megasphaera elsdenii 14-14"
"1461582",1,0,0,0,"Jeotgalicoccus saudimassiliensis"
"1462996",1,0,0,0,"Paenibacillus yonginensis"
"1470434",0,0,1,0,"Zhongshania aliphaticivorans"
"1471398",1,0,1,1,"Prolixibacteraceae"
"1473112",0,1,1,0,"Paenibacillus guangzhouensis"
"1481663",1,0,0,1,"Vibrio metoecus"
"1482074",1,0,0,0,"Hartmannibacter diazotrophicus"
"1484118",1,0,1,0,"Hymenobacter sp. PAMC 26628"
"1484158",1,0,0,0,"Pantoea sp. PSNIH1"
"1484898",0,1,1,1,"Methyloceanibacter"
"1492737",0,0,1,0,"Flavobacterium gilvum"
"1492898",1,0,0,0,"Flavisolibacter tropicus"
"1494608",1,0,0,0,"Arthrobacter sp. PAMC 25486"
"1495638",1,0,1,0,"Streptomyces sp. M56"
"1499392",0,0,1,0,"Chromobacteriaceae"
"1500960",1,0,1,0,"Campylobacter sp. RM16704"
"1505648",0,0,1,0,"Geobacillus thermoleovorans group"
"1508404",0,0,1,0,"Jeotgalibacillus malaysiensis"
"1510841",0,0,1,0,"Parasaccharibacter apium"
"1511761",0,0,1,0,"Leuconostoc suionicum"
"1514074",0,1,0,0,"Pseudoalteromonas sp. NC201"
"1514105",1,1,1,0,"Erysipelothrix larvae"
"1520670",0,0,1,0,"[Mycobacterium] stephanolepidis"
"1522758",1,0,1,0,"Streptomyces sp. ADI95-16"
"1526571",1,0,0,0,"Lacimicrobium alkaliphilum"
"1528098",0,0,1,0,"Rickettsiales bacterium Ac37b"
"1531429",1,0,1,0,"Coriobacteriaceae bacterium 68-1-3"
"1532023",0,0,0,1,"Qipengyuania sediminis"
"1532905",1,0,1,0,"Paenibacillus sp. CAA11"
"1534110",0,1,0,0,"Pseudomonas sp. DR 5-09"
"1535768",0,0,1,0,"Streptomyces lunaelactis"
"1536769",1,0,1,0,"Paenibacillus sp. FSL P4-0081"
"1536770",0,0,1,0,"Paenibacillus sp. FSL R5-0345"
"1536772",1,0,1,0,"Paenibacillus sp. FSL R7-0273"
"1536773",0,0,1,0,"Paenibacillus sp. FSL R7-0331"
"1536774",1,0,1,0,"Paenibacillus sp. FSL H7-0357"
"1536775",0,0,0,1,"Paenibacillus sp. FSL H7-0737"
"1539298",1,0,1,0,"Treponema sp. OMZ 838"
"1542390",0,1,0,0,"Francisella frigiditurris"
"1543721",0,1,0,0,"Sedimenticola thiotaurini"
"1547283",1,0,1,0,"Bacillus weihaiensis"
"1548548",0,0,1,0,"Bradymonas sediminis"
"1550240",1,0,1,0,"Thermoanaerobacterium sp. RBIITD"
"1550579",0,0,1,0,"Mucilaginibacter gotjawali"
"1552759",0,0,1,0,"Mycobacterium grossiae"
"1560345",0,0,1,0,"Sphingomonas panacis"
"1564114",0,0,1,0,"Rhodococcus sp. B7740"
"1565991",1,0,1,0,"Bacillus sp. X1(2014)"
"1566358",0,0,1,1,"Paenibacillus sp. IHBB 10380"
"1570339",0,1,0,0,"Peptoniphilaceae"
"1573704",0,0,0,1,"Pseudomonas sp. R32"
"1573719",0,0,1,0,"Pseudomonas sp. S35"
"1579979",0,0,1,0,"Wenzhouxiangella marina"
"1581011",0,0,1,1,"Sulfurospirillum sp. UCH001"
"1581038",0,0,0,1,"Bacillus sp. FJAT-22090"
"1581680",0,0,1,0,"Candidatus Methylopumilus turicensis"
"1585976",0,0,1,0,"Bergeyella cardium"
"1586287",0,1,1,0,"Lentzea guizhouensis"
"1604004",1,0,0,0,"Halanaeroarchaeum sulfurireducens"
"1608473",1,0,0,0,"Acinetobacter sp. NCu2D-2"
"1608957",0,0,1,0,"Euzebya sp. DY32-46"
"1609758",0,0,1,0,"Novosphingobium sp. P6W"
"1612173",0,0,1,0,"Niveispirillum cyanobacteriorum"
"1615494",1,0,0,0,"Mixta intestinalis"
"1616788",1,1,1,0,"Paenibacillus bovis"
"1617448",1,1,0,1,"Geminocystis sp. NIES-3709"
"1619311",1,0,1,0,"Paenibacillus physcomitrellae"
"1619313",0,0,1,0,"Erwinia gerundensis"
"1620215",0,1,1,0,"Sulfuricaulis limicola"
"1620421",0,0,1,0,"Hoeflea sp. IMCC20628"
"1621989",0,0,1,0,"Candidatus Desulfofervidus auxilii"
"1628086",0,0,1,0,"Pseudomonas kribbensis"
"1630693",1,0,0,0,"Gemmata sp. SH-PL17"
"1632865",1,0,1,0,"Pirellula sp. SH-Sr6A"
